OBJECTID,ROW_TYPE,GEOGRAPHY,GEOGRAPHY_ID,CALENDAR_YEAR,CALENDAR_MONTH,OFFENSE_DESCRIPTION,OFFENSE_COUNT
31232,Neighborhood Profile Area,121,121,2020,09,Violent Crime,1
31233,Neighborhood Profile Area,114,114,2021,02,Violent Crime,1
31234,Neighborhood Profile Area,93,93,2018,02,Violent Crime,1
31235,Neighborhood Profile Area,116,116,2017,12,Violent Crime,2
31236,Neighborhood Profile Area,116,116,2019,08,Violent Crime,6
31237,Neighborhood Profile Area,142,142,2022,01,Violent Crime,2
31238,Neighborhood Profile Area,185,185,2017,01,Violent Crime,1
31239,Neighborhood Profile Area,185,185,2018,08,Violent Crime,1
31240,Neighborhood Profile Area,200,200,2020,02,Violent Crime,3
31241,Neighborhood Profile Area,73,73,2019,05,Violent Crime,1
31242,Neighborhood Profile Area,159,159,2018,06,Violent Crime,1
31243,Neighborhood Profile Area,159,159,2015,02,Violent Crime,1
31244,Neighborhood Profile Area,54,54,2015,12,Violent Crime,3
31245,Neighborhood Profile Area,54,54,2019,07,Violent Crime,3
31246,Neighborhood Profile Area,199,199,2019,10,Violent Crime,7
31247,Neighborhood Profile Area,7,7,2015,10,Violent Crime,1
31248,Neighborhood Profile Area,7,7,2021,09,Violent Crime,1
31249,Neighborhood Profile Area,155,155,2018,08,Violent Crime,1
31250,Neighborhood Profile Area,116,116,2016,07,Violent Crime,4
31251,Neighborhood Profile Area,376,376,2019,07,Violent Crime,2
31252,Neighborhood Profile Area,333,333,2017,08,Violent Crime,4
31253,Neighborhood Profile Area,114,114,2020,10,Violent Crime,2
31254,Neighborhood Profile Area,79,79,2020,02,Violent Crime,3
31255,Neighborhood Profile Area,294,294,2016,12,Violent Crime,4
31256,Neighborhood Profile Area,294,294,2020,12,Violent Crime,1
31257,Neighborhood Profile Area,97,97,2021,01,Violent Crime,1
31258,Neighborhood Profile Area,381,381,2019,01,Violent Crime,1
31259,Neighborhood Profile Area,91,91,2018,11,Violent Crime,5
31260,Neighborhood Profile Area,121,121,2018,07,Violent Crime,2
31261,Neighborhood Profile Area,316,316,2015,05,Violent Crime,3
31262,Neighborhood Profile Area,86,86,2020,09,Violent Crime,2
31263,Neighborhood Profile Area,60,60,2018,09,Violent Crime,1
31264,Neighborhood Profile Area,323,323,2015,11,Violent Crime,1
31265,Neighborhood Profile Area,145,145,2020,03,Violent Crime,6
31266,Neighborhood Profile Area,59,59,2021,10,Violent Crime,4
31267,Neighborhood Profile Area,314,314,2020,02,Violent Crime,4
31268,Neighborhood Profile Area,304,304,2020,09,Violent Crime,2
31269,Neighborhood Profile Area,10,10,2015,10,Violent Crime,12
31270,Neighborhood Profile Area,249,249,2020,07,Violent Crime,6
31271,Neighborhood Profile Area,135,135,2019,10,Violent Crime,3
31272,Neighborhood Profile Area,287,287,2017,01,Violent Crime,1
31273,Neighborhood Profile Area,287,287,2021,06,Violent Crime,4
31274,Neighborhood Profile Area,64,64,2019,11,Violent Crime,1
31275,Neighborhood Profile Area,245,245,2015,01,Violent Crime,2
31276,Neighborhood Profile Area,50,50,2016,06,Violent Crime,2
31277,Neighborhood Profile Area,165,165,2020,12,Violent Crime,3
31278,Neighborhood Profile Area,165,165,2015,09,Violent Crime,3
31279,Neighborhood Profile Area,40,40,2016,05,Violent Crime,2
31280,Neighborhood Profile Area,242,242,2017,01,Violent Crime,2
31281,Neighborhood Profile Area,10,10,2021,10,Violent Crime,4
31282,Neighborhood Profile Area,273,273,2015,06,Violent Crime,1
31283,Neighborhood Profile Area,57,57,2018,02,Violent Crime,1
31284,Neighborhood Profile Area,391,391,2020,11,Violent Crime,1
31285,Neighborhood Profile Area,304,304,2017,03,Violent Crime,1
31286,Neighborhood Profile Area,248,248,2015,12,Violent Crime,4
31287,Neighborhood Profile Area,271,271,2017,10,Violent Crime,1
31288,Neighborhood Profile Area,128,128,2019,09,Violent Crime,3
31289,Neighborhood Profile Area,149,149,2017,05,Violent Crime,1
31290,Neighborhood Profile Area,312,312,2015,09,Violent Crime,1
31291,Neighborhood Profile Area,249,249,2015,04,Violent Crime,3
31292,Neighborhood Profile Area,322,322,2015,08,Violent Crime,1
31293,Neighborhood Profile Area,198,198,2018,07,Violent Crime,1
31294,Neighborhood Profile Area,323,323,2016,05,Violent Crime,6
31295,Neighborhood Profile Area,40,40,2019,09,Violent Crime,5
31296,Neighborhood Profile Area,275,275,2020,06,Violent Crime,2
31297,Neighborhood Profile Area,270,270,2021,01,Violent Crime,3
31298,Neighborhood Profile Area,312,312,2021,03,Violent Crime,7
31299,Neighborhood Profile Area,370,370,2016,08,Violent Crime,12
31300,Neighborhood Profile Area,56,56,2019,06,Violent Crime,1
31301,Neighborhood Profile Area,16,16,2020,06,Violent Crime,4
31302,Neighborhood Profile Area,13,13,2019,10,Violent Crime,6
31303,Neighborhood Profile Area,259,259,2021,05,Violent Crime,9
31304,Neighborhood Profile Area,249,249,2015,01,Violent Crime,2
31305,Neighborhood Profile Area,204,204,2017,07,Violent Crime,1
31306,Neighborhood Profile Area,340,340,2020,11,Violent Crime,5
31307,Neighborhood Profile Area,59,59,2020,04,Violent Crime,6
31308,Neighborhood Profile Area,59,59,2020,10,Violent Crime,2
31309,Neighborhood Profile Area,128,128,2021,09,Violent Crime,3
31310,Neighborhood Profile Area,386,386,2020,10,Violent Crime,3
31311,Neighborhood Profile Area,223,223,2016,09,Violent Crime,2
31312,Neighborhood Profile Area,304,304,2017,07,Violent Crime,2
31313,Neighborhood Profile Area,245,245,2019,04,Violent Crime,2
31314,Neighborhood Profile Area,245,245,2019,07,Violent Crime,4
31315,Neighborhood Profile Area,369,369,2021,09,Violent Crime,10
31316,Neighborhood Profile Area,202,202,2022,01,Violent Crime,3
31317,Neighborhood Profile Area,170,170,2017,12,Violent Crime,1
31318,Neighborhood Profile Area,57,57,2019,02,Violent Crime,1
31319,Neighborhood Profile Area,125,125,2021,04,Violent Crime,1
31320,Neighborhood Profile Area,374,374,2019,02,Violent Crime,12
31321,Neighborhood Profile Area,237,237,2021,07,Violent Crime,2
31322,Neighborhood Profile Area,13,13,2021,03,Violent Crime,2
31323,Neighborhood Profile Area,316,316,2019,01,Violent Crime,8
31324,Neighborhood Profile Area,245,245,2019,08,Violent Crime,2
31325,Neighborhood Profile Area,202,202,2015,12,Violent Crime,2
31326,Neighborhood Profile Area,13,13,2017,06,Violent Crime,1
31327,Neighborhood Profile Area,2,2,2019,11,Violent Crime,3
31328,Neighborhood Profile Area,10,10,2015,03,Violent Crime,6
31329,Neighborhood Profile Area,37,37,2016,07,Violent Crime,4
31330,Neighborhood Profile Area,37,37,2016,06,Violent Crime,3
31331,Neighborhood Profile Area,200,200,2017,07,Violent Crime,1
31332,Neighborhood Profile Area,163,163,2015,12,Violent Crime,1
31333,Neighborhood Profile Area,163,163,2021,01,Violent Crime,2
31334,Neighborhood Profile Area,387,387,2020,11,Violent Crime,3
31335,Neighborhood Profile Area,35,35,2016,02,Violent Crime,1
31336,Neighborhood Profile Area,101,101,2021,06,Violent Crime,1
31337,Neighborhood Profile Area,331,331,2015,09,Violent Crime,4
31338,Neighborhood Profile Area,123,123,2019,08,Violent Crime,15
31339,Neighborhood Profile Area,134,134,2016,01,Violent Crime,3
31340,Neighborhood Profile Area,134,134,2017,03,Violent Crime,1
31341,Neighborhood Profile Area,248,248,2019,07,Violent Crime,3
31342,Neighborhood Profile Area,12,12,2016,08,Violent Crime,4
31343,Neighborhood Profile Area,86,86,2021,04,Violent Crime,2
31344,Neighborhood Profile Area,370,370,2017,10,Violent Crime,3
31345,Neighborhood Profile Area,21,21,2019,10,Violent Crime,4
31346,Neighborhood Profile Area,388,388,2017,07,Violent Crime,1
31347,Neighborhood Profile Area,2,2,2016,06,Violent Crime,1
31348,Neighborhood Profile Area,185,185,2022,02,Violent Crime,4
31349,Neighborhood Profile Area,107,107,2019,04,Violent Crime,2
31350,Neighborhood Profile Area,291,291,2015,09,Violent Crime,5
31351,Neighborhood Profile Area,346,346,2015,12,Violent Crime,5
31352,Neighborhood Profile Area,306,306,2021,10,Violent Crime,1
31353,Neighborhood Profile Area,306,306,2021,09,Violent Crime,1
31354,Neighborhood Profile Area,260,260,2018,07,Violent Crime,1
31355,Neighborhood Profile Area,278,278,2021,11,Violent Crime,2
31356,Neighborhood Profile Area,137,137,2020,12,Violent Crime,1
31357,Neighborhood Profile Area,129,129,2015,08,Violent Crime,1
31358,Neighborhood Profile Area,158,158,2017,01,Violent Crime,4
31359,Neighborhood Profile Area,276,276,2019,04,Violent Crime,1
31360,Neighborhood Profile Area,336,336,2020,06,Violent Crime,2
31361,Neighborhood Profile Area,366,366,2016,11,Violent Crime,1
31362,Neighborhood Profile Area,259,259,2021,09,Violent Crime,1
31363,Neighborhood Profile Area,317,317,2017,10,Violent Crime,2
31364,Neighborhood Profile Area,361,361,2016,07,Violent Crime,20
31365,Neighborhood Profile Area,71,71,2017,09,Violent Crime,3
31366,Neighborhood Profile Area,159,159,2022,01,Violent Crime,1
31367,Neighborhood Profile Area,102,102,2016,06,Violent Crime,3
31368,Neighborhood Profile Area,102,102,2020,01,Violent Crime,2
31369,Neighborhood Profile Area,316,316,2015,11,Violent Crime,2
31370,Neighborhood Profile Area,101,101,2015,11,Violent Crime,6
31371,Neighborhood Profile Area,153,153,2019,05,Violent Crime,2
31372,Neighborhood Profile Area,356,356,2016,09,Violent Crime,1
31373,Neighborhood Profile Area,33,33,2017,01,Violent Crime,1
31374,Neighborhood Profile Area,96,96,2017,07,Violent Crime,4
31375,Neighborhood Profile Area,388,388,2021,03,Violent Crime,2
31376,Neighborhood Profile Area,100,100,2017,08,Violent Crime,2
31377,Neighborhood Profile Area,180,180,2017,03,Violent Crime,4
31378,Neighborhood Profile Area,362,362,2019,06,Violent Crime,1
31379,Neighborhood Profile Area,255,255,2017,05,Violent Crime,1
31380,Neighborhood Profile Area,249,249,2018,10,Violent Crime,3
31381,Neighborhood Profile Area,322,322,2016,03,Violent Crime,7
31382,Neighborhood Profile Area,84,84,2020,05,Violent Crime,2
31383,Neighborhood Profile Area,17,17,2020,09,Violent Crime,3
31384,Neighborhood Profile Area,17,17,2020,11,Violent Crime,3
31385,Neighborhood Profile Area,316,316,2019,05,Violent Crime,2
31386,Neighborhood Profile Area,274,274,2020,06,Violent Crime,5
31387,Neighborhood Profile Area,101,101,2021,07,Violent Crime,8
31388,Neighborhood Profile Area,88,88,2018,02,Violent Crime,4
31389,Neighborhood Profile Area,127,127,2020,12,Violent Crime,2
31390,Neighborhood Profile Area,207,207,2017,06,Violent Crime,3
31391,Neighborhood Profile Area,107,107,2020,08,Violent Crime,2
31392,Neighborhood Profile Area,391,391,2018,10,Violent Crime,1
31393,Neighborhood Profile Area,389,389,2018,02,Violent Crime,2
31394,Neighborhood Profile Area,272,272,2020,09,Violent Crime,3
31395,Neighborhood Profile Area,34,34,2017,06,Violent Crime,1
31396,Neighborhood Profile Area,396,396,2018,07,Violent Crime,1
31397,Neighborhood Profile Area,287,287,2016,03,Violent Crime,2
31398,Neighborhood Profile Area,162,162,2015,10,Violent Crime,2
31399,Neighborhood Profile Area,304,304,2019,12,Violent Crime,4
31400,Neighborhood Profile Area,178,178,2017,01,Violent Crime,2
31401,Neighborhood Profile Area,362,362,2021,04,Violent Crime,6
31402,Neighborhood Profile Area,105,105,2022,02,Violent Crime,1
31403,Neighborhood Profile Area,270,270,2018,01,Violent Crime,2
31404,Neighborhood Profile Area,293,293,2017,03,Violent Crime,2
31405,Neighborhood Profile Area,127,127,2021,04,Violent Crime,1
31406,Neighborhood Profile Area,164,164,2016,12,Violent Crime,5
31407,Neighborhood Profile Area,128,128,2020,10,Violent Crime,5
31408,Neighborhood Profile Area,13,13,2015,07,Violent Crime,10
31409,Neighborhood Profile Area,378,378,2016,03,Violent Crime,3
31410,Neighborhood Profile Area,246,246,2019,05,Violent Crime,2
31411,Neighborhood Profile Area,362,362,2019,12,Violent Crime,1
31412,Neighborhood Profile Area,388,388,2018,07,Violent Crime,3
31413,Neighborhood Profile Area,295,295,2016,09,Violent Crime,1
31414,Neighborhood Profile Area,165,165,2020,02,Violent Crime,1
31415,Neighborhood Profile Area,384,384,2019,08,Violent Crime,1
31416,Neighborhood Profile Area,150,150,2018,11,Violent Crime,12
31417,Neighborhood Profile Area,71,71,2018,10,Violent Crime,2
31418,Neighborhood Profile Area,80,80,2020,10,Violent Crime,2
31419,Neighborhood Profile Area,56,56,2019,12,Violent Crime,2
31420,Neighborhood Profile Area,319,319,2020,02,Violent Crime,4
31421,Neighborhood Profile Area,319,319,2020,01,Violent Crime,1
31422,Neighborhood Profile Area,5,5,2019,04,Violent Crime,7
31423,Neighborhood Profile Area,213,213,2021,01,Violent Crime,1
31424,Neighborhood Profile Area,325,325,2020,02,Violent Crime,1
31425,Neighborhood Profile Area,371,371,2017,07,Violent Crime,14
31426,Neighborhood Profile Area,229,229,2019,01,Violent Crime,2
31427,Neighborhood Profile Area,228,228,2015,04,Violent Crime,2
31428,Neighborhood Profile Area,100,100,2016,06,Violent Crime,1
31429,Neighborhood Profile Area,86,86,2019,02,Violent Crime,4
31430,Neighborhood Profile Area,17,17,2016,06,Violent Crime,3
31431,Neighborhood Profile Area,325,325,2018,07,Violent Crime,1
31432,Neighborhood Profile Area,338,338,2018,07,Violent Crime,1
31433,Neighborhood Profile Area,166,166,2015,04,Violent Crime,6
31434,Neighborhood Profile Area,166,166,2019,01,Violent Crime,1
31435,Neighborhood Profile Area,166,166,2020,04,Violent Crime,3
31436,Neighborhood Profile Area,444,444,2018,04,Violent Crime,1
31437,Neighborhood Profile Area,106,106,2017,07,Violent Crime,3
31438,Neighborhood Profile Area,347,347,2016,03,Violent Crime,4
31439,Neighborhood Profile Area,257,257,2019,02,Violent Crime,1
31440,Neighborhood Profile Area,85,85,2017,10,Violent Crime,3
31441,Neighborhood Profile Area,346,346,2018,07,Violent Crime,4
31442,Neighborhood Profile Area,313,313,2018,02,Violent Crime,1
31443,Neighborhood Profile Area,93,93,2020,11,Violent Crime,5
31444,Neighborhood Profile Area,173,173,2015,08,Violent Crime,9
31445,Neighborhood Profile Area,321,321,2020,01,Violent Crime,3
31446,Neighborhood Profile Area,199,199,2018,01,Violent Crime,5
31447,Neighborhood Profile Area,376,376,2020,07,Violent Crime,7
31448,Neighborhood Profile Area,73,73,2017,04,Violent Crime,2
31449,Neighborhood Profile Area,258,258,2016,05,Violent Crime,12
31450,Neighborhood Profile Area,34,34,2020,08,Violent Crime,2
31451,Neighborhood Profile Area,362,362,2021,01,Violent Crime,3
31452,Neighborhood Profile Area,281,281,2020,05,Violent Crime,1
31453,Neighborhood Profile Area,351,351,2017,01,Violent Crime,1
31454,Neighborhood Profile Area,181,181,2019,07,Violent Crime,5
31455,Neighborhood Profile Area,394,394,2020,03,Violent Crime,1
31456,Neighborhood Profile Area,2,2,2016,07,Violent Crime,1
31457,Neighborhood Profile Area,198,198,2017,05,Violent Crime,2
31458,Neighborhood Profile Area,21,21,2018,08,Violent Crime,3
31459,Neighborhood Profile Area,9,9,2016,05,Violent Crime,2
31460,Neighborhood Profile Area,363,363,2015,11,Violent Crime,6
31461,Neighborhood Profile Area,139,139,2021,05,Violent Crime,2
31462,Neighborhood Profile Area,200,200,2016,01,Violent Crime,3
31463,Neighborhood Profile Area,200,200,2021,11,Violent Crime,1
31464,Neighborhood Profile Area,18,18,2017,12,Violent Crime,1
31465,Neighborhood Profile Area,336,336,2021,09,Violent Crime,1
31466,Neighborhood Profile Area,88,88,2015,12,Violent Crime,9
31467,Neighborhood Profile Area,396,396,2017,01,Violent Crime,1
31468,Neighborhood Profile Area,299,299,2021,01,Violent Crime,3
31469,Neighborhood Profile Area,54,54,2017,09,Violent Crime,4
31470,Neighborhood Profile Area,54,54,2020,06,Violent Crime,3
31471,Neighborhood Profile Area,54,54,2021,09,Violent Crime,3
31472,Neighborhood Profile Area,3,3,2017,05,Violent Crime,5
31473,Neighborhood Profile Area,183,183,2020,05,Violent Crime,4
31474,Neighborhood Profile Area,272,272,2020,03,Violent Crime,4
31475,Neighborhood Profile Area,338,338,2020,10,Violent Crime,1
31476,Neighborhood Profile Area,159,159,2021,10,Violent Crime,1
31477,Neighborhood Profile Area,292,292,2016,07,Violent Crime,1
31478,Neighborhood Profile Area,384,384,2020,05,Violent Crime,1
31479,Neighborhood Profile Area,221,221,2019,03,Violent Crime,4
31480,Neighborhood Profile Area,64,64,2020,10,Violent Crime,6
31481,Neighborhood Profile Area,66,66,2020,11,Violent Crime,3
31482,Neighborhood Profile Area,17,17,2020,06,Violent Crime,4
31483,Neighborhood Profile Area,223,223,2015,05,Violent Crime,5
31484,Neighborhood Profile Area,128,128,2015,10,Violent Crime,3
31485,Neighborhood Profile Area,40,40,2017,12,Violent Crime,2
31486,Neighborhood Profile Area,234,234,2015,09,Violent Crime,1
31487,Neighborhood Profile Area,2,2,2019,06,Violent Crime,2
31488,Neighborhood Profile Area,389,389,2019,07,Violent Crime,4
31489,Neighborhood Profile Area,327,327,2015,07,Violent Crime,3
31490,Neighborhood Profile Area,90,90,2020,04,Violent Crime,2
31491,Neighborhood Profile Area,346,346,2021,08,Violent Crime,4
31492,Neighborhood Profile Area,346,346,2021,06,Violent Crime,4
31493,Neighborhood Profile Area,267,267,2018,09,Violent Crime,2
31494,Neighborhood Profile Area,136,136,2021,12,Violent Crime,4
31495,Neighborhood Profile Area,34,34,2017,12,Violent Crime,1
31496,Neighborhood Profile Area,174,174,2018,08,Violent Crime,1
31497,Neighborhood Profile Area,73,73,2020,04,Violent Crime,1
31498,Neighborhood Profile Area,100,100,2019,05,Violent Crime,8
31499,Neighborhood Profile Area,340,340,2019,05,Violent Crime,6
31500,Neighborhood Profile Area,64,64,2017,08,Violent Crime,6
31501,Neighborhood Profile Area,248,248,2018,11,Violent Crime,4
31502,Neighborhood Profile Area,281,281,2015,12,Violent Crime,1
31503,Neighborhood Profile Area,55,55,2019,12,Violent Crime,1
31504,Neighborhood Profile Area,369,369,2020,10,Violent Crime,8
31505,Neighborhood Profile Area,117,117,2017,11,Violent Crime,2
31506,Neighborhood Profile Area,341,341,2021,02,Violent Crime,1
31507,Neighborhood Profile Area,392,392,2018,08,Violent Crime,1
31508,Neighborhood Profile Area,125,125,2020,04,Violent Crime,8
31509,Neighborhood Profile Area,163,163,2017,05,Violent Crime,1
31510,Neighborhood Profile Area,260,260,2016,04,Violent Crime,2
31511,Neighborhood Profile Area,141,141,2019,05,Violent Crime,4
31512,Neighborhood Profile Area,106,106,2021,06,Violent Crime,1
31513,Neighborhood Profile Area,338,338,2015,05,Violent Crime,4
31514,Neighborhood Profile Area,139,139,2019,11,Violent Crime,1
31515,Neighborhood Profile Area,71,71,2016,01,Violent Crime,1
31516,Neighborhood Profile Area,361,361,2020,11,Violent Crime,3
31517,Neighborhood Profile Area,24,24,2018,05,Violent Crime,1
31518,Neighborhood Profile Area,338,338,2018,11,Violent Crime,1
31519,Neighborhood Profile Area,292,292,2017,05,Violent Crime,2
31520,Neighborhood Profile Area,41,41,2017,01,Violent Crime,1
